EmployeeId,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FirstJob,JuniorRole,AvgSalaryRole
152,30,0.0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,0,Yes,21,4,1,1,12,2,3,11,9,5,7,0,0,1
153,33,0.0,Non-Travel,Sales,17,3,Life Sciences,4,Male,3,4,Manager,3,Single,17444,1,No,11,3,4,0,10,2,3,10,8,6,0,0,0,1
154,43,0.0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,4765,4,No,21,4,3,1,4,2,4,1,0,0,0,0,1,0
155,42,0.0,Travel_Frequently,Research & Development,26,5,Medical,1,Female,3,3,Research Director,1,Married,13191,3,Yes,17,3,3,0,20,6,3,1,0,0,0,0,1,0
156,37,0.0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,6,No,20,4,2,1,17,3,3,5,4,0,3,0,0,1
157,56,1.0,Non-Travel,Research & Development,1,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,6306,1,No,21,4,1,1,13,2,2,13,12,1,9,0,0,0
158,27,1.0,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,1,Research Scientist,1,Married,4774,0,No,19,3,4,1,8,2,2,7,6,7,3,0,0,1
159,26,1.0,Travel_Rarely,Human Resources,20,2,Medical,4,Female,3,1,Human Resources,2,Married,2148,0,Yes,11,3,3,0,6,3,3,5,1,1,4,0,1,0
160,24,0.0,Travel_Frequently,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,Married,2400,0,No,13,3,3,2,3,3,3,2,2,2,1,0,1,0
161,37,0.0,Non-Travel,Research & Development,25,5,Medical,2,Female,3,2,Research Scientist,3,Married,4449,3,Yes,15,3,1,2,15,2,3,13,11,10,7,0,0,1
162,37,0.0,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,4,Yes,11,3,3,1,17,3,2,3,0,1,0,0,1,1
163,40,0.0,Travel_Frequently,Research & Development,26,3,Medical,2,Female,3,2,Research Scientist,2,Divorced,5605,1,No,11,3,1,1,20,2,3,20,7,2,13,0,0,1
164,34,1.0,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,1,Research Scientist,4,Married,2932,0,Yes,14,3,1,3,6,3,3,5,0,1,2,0,1,0
165,55,1.0,Travel_Rarely,Sales,2,1,Medical,3,Male,3,2,Sales Executive,4,Single,5160,4,No,16,3,3,0,12,3,2,9,7,7,3,0,0,0
166,34,0.0,Travel_Rarely,Sales,15,2,Medical,3,Female,3,2,Sales Executive,1,Single,6125,1,No,12,3,4,0,10,6,4,10,8,9,6,0,0,0
167,18,0.0,Travel_Rarely,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,1200,1,No,12,3,1,0,0,2,3,0,0,0,0,1,1,0
168,41,0.0,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,4,Manager,2,Single,16015,1,No,19,3,2,0,22,2,3,22,10,0,4,0,0,0
169,44,0.0,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,2,Sales Executive,3,Married,4768,7,No,12,3,3,1,11,4,2,1,0,0,0,0,1,0
170,42,0.0,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,2,Married,6825,0,No,11,3,4,1,10,2,3,9,7,4,2,0,0,0
171,51,0.0,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,3,No,18,3,3,0,21,6,3,7,7,1,0,0,0,1
172,32,1.0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,4,0,4,2,1,3,2,1,2,0,1,1
173,42,1.0,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,1,Research Scientist,3,Married,2936,3,No,22,4,2,2,10,1,2,6,3,3,3,0,0,0
174,31,0.0,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,11557,9,No,21,4,3,1,10,3,2,5,4,0,1,0,0,0
175,31,0.0,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,4148,1,No,12,3,3,1,4,1,3,4,3,0,3,0,0,0
176,30,1.0,Travel_Frequently,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,2422,0,No,17,3,1,0,4,3,3,3,2,1,2,0,1,0
177,36,0.0,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,2543,4,No,13,3,2,1,6,3,3,2,2,2,2,0,1,0
178,28,0.0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,1,No,16,3,4,1,4,5,2,4,2,2,2,0,1,0
179,30,0.0,Travel_Rarely,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,0,No,15,3,3,1,7,1,2,6,2,0,2,0,1,1
180,35,0.0,Travel_Rarely,Sales,2,3,Marketing,4,Female,3,1,Sales Representative,4,Married,2014,1,No,13,3,1,0,2,3,3,2,2,2,2,0,1,0
181,59,0.0,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,3,Manufacturing Director,4,Single,10512,6,No,12,3,4,0,25,6,2,9,7,5,4,0,0,1
182,39,0.0,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,3,Healthcare Representative,3,Married,10920,3,No,21,4,2,1,13,2,3,6,4,0,5,0,0,1
183,27,1.0,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,1,No,11,3,3,0,6,5,2,6,2,1,4,0,1,1
184,29,0.0,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,1,No,18,3,1,0,10,3,2,10,7,0,9,0,0,0
185,34,1.0,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,9950,9,Yes,15,3,3,3,11,2,3,3,2,0,2,0,1,1
186,36,0.0,Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,4,No,12,3,4,0,10,2,3,8,0,7,7,0,1,1
187,30,0.0,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,3,1,Research Scientist,1,Divorced,3204,5,No,14,3,4,1,8,3,3,3,2,2,2,0,1,0
188,34,1.0,Travel_Rarely,Sales,28,3,Marketing,4,Female,2,2,Sales Executive,3,Married,6712,1,No,21,4,4,2,8,2,3,8,7,1,7,0,0,0
189,27,0.0,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,3,Research Director,4,Divorced,12808,1,Yes,16,3,2,1,9,3,3,9,8,0,8,0,0,0
190,43,0.0,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,9985,8,No,16,3,1,1,10,1,2,1,0,0,0,0,1,1
191,38,0.0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,0,Yes,14,3,2,1,12,3,3,11,10,2,9,0,0,0
192,36,1.0,Travel_Rarely,Sales,3,3,Medical,1,Female,2,3,Sales Executive,4,Married,7644,0,No,19,3,3,2,10,2,3,9,7,3,4,0,0,1
193,39,1.0,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,5042,0,No,13,3,4,0,10,2,1,9,2,3,8,0,1,0
194,31,0.0,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,0,No,12,3,1,1,3,4,3,2,2,2,2,0,1,1
195,30,0.0,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,Divorced,5304,7,No,23,4,4,1,10,2,2,8,7,7,7,0,0,0
196,44,0.0,Travel_Rarely,Sales,28,3,Medical,4,Female,4,4,Sales Executive,4,Married,13320,3,Yes,18,3,3,1,23,2,3,12,11,11,11,0,0,1
197,23,0.0,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,1,No,14,3,4,1,5,2,4,4,3,0,2,0,0,0
198,41,1.0,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,2,Sales Executive,2,Married,4393,5,No,21,4,3,1,14,3,3,5,4,1,4,0,0,0
199,21,1.0,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,1,No,13,3,1,0,1,6,2,1,0,1,0,0,1,0
200,45,0.0,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,10748,3,No,23,4,4,1,25,3,2,23,15,14,4,0,0,1
201,40,1.0,Travel_Rarely,Sales,9,2,Medical,1,Male,3,2,Sales Executive,1,Married,5473,0,No,12,3,4,0,9,5,4,8,4,7,1,0,0,0
202,44,1.0,Travel_Rarely,Research & Development,1,3,Medical,2,Male,3,1,Research Scientist,4,Single,2436,6,Yes,12,3,3,0,6,2,3,4,3,1,2,0,0,0
203,31,0.0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2356,3,Yes,19,3,2,1,8,2,3,6,4,0,2,0,0,0
204,46,1.0,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,3,Sales Executive,4,Divorced,10096,4,No,11,3,1,1,28,1,4,7,7,4,3,0,0,1
205,53,0.0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Single,2450,2,No,17,3,4,0,19,4,3,2,2,2,2,0,1,0
206,49,0.0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,1,Research Scientist,1,Married,3580,2,No,16,3,2,1,7,2,3,4,2,0,2,0,1,1
207,46,0.0,Travel_Rarely,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0,0,1
208,31,0.0,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,8,Yes,23,4,3,1,7,0,3,4,2,0,2,0,1,1
209,50,1.0,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,11245,2,Yes,15,3,3,1,32,3,3,30,8,12,13,0,0,1
210,58,0.0,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,5,Research Director,1,Married,19701,3,Yes,21,4,3,1,32,3,3,9,8,1,5,0,0,1
211,34,0.0,Non-Travel,Sales,23,4,Marketing,2,Male,3,2,Sales Executive,3,Single,4568,0,No,20,4,3,0,10,2,3,9,5,8,7,0,0,0
212,26,1.0,Travel_Rarely,Sales,10,3,Medical,3,Male,3,2,Sales Executive,4,Single,4684,1,No,13,3,1,0,5,4,3,5,3,1,2,0,0,0
213,35,0.0,Travel_Frequently,Research & Development,1,3,Medical,2,Male,3,1,Research Scientist,1,Married,2194,4,No,13,3,4,1,5,2,2,3,2,1,2,0,1,0
214,32,0.0,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,4,1,Research Scientist,2,Divorced,3298,0,Yes,12,3,4,2,7,5,2,6,2,0,5,0,1,1
215,35,0.0,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4230,0,No,15,3,3,0,6,2,3,5,4,4,3,0,0,1
216,19,0.0,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,1,Research Scientist,4,Single,2994,1,Yes,12,3,4,0,1,2,3,1,0,0,1,0,1,0
217,28,0.0,Travel_Rarely,Sales,5,3,Medical,4,Male,3,2,Sales Executive,1,Single,8463,0,No,18,3,4,0,6,4,3,5,4,1,3,0,0,1
218,32,1.0,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,1,No,11,3,3,0,14,2,2,14,8,9,8,0,0,1
219,43,0.0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,5562,4,No,13,3,2,1,12,2,2,5,2,2,2,0,1,0
220,24,1.0,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,3907,1,No,13,3,2,3,6,2,4,6,2,1,2,0,1,1
221,37,0.0,Travel_Rarely,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,3,2,9,2,3,6,2,1,3,0,1,0
222,49,1.0,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,16413,3,No,16,3,2,2,27,2,3,4,2,1,2,0,1,1
223,38,0.0,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,9,No,14,3,2,0,14,3,3,1,0,0,0,0,1,0
224,30,0.0,Travel_Rarely,Human Resources,9,3,Human Resources,3,Male,3,2,Human Resources,4,Married,6347,0,Yes,19,3,4,0,12,2,1,11,9,4,7,0,0,1
225,53,0.0,Travel_Rarely,Sales,6,2,Marketing,2,Male,3,2,Sales Representative,3,Married,2306,2,Yes,20,4,4,1,13,3,1,7,7,4,5,0,0,0
226,42,0.0,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,1,No,25,4,3,0,20,3,3,20,16,11,6,0,0,0
227,30,0.0,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,Divorced,2083,1,No,20,4,3,1,1,2,3,1,0,0,0,0,1,0
228,31,1.0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,5003,1,No,21,4,2,0,10,6,3,10,8,8,7,0,0,1
229,25,1.0,Travel_Rarely,Sales,19,2,Marketing,3,Male,2,1,Sales Representative,2,Married,2413,1,Yes,18,3,3,3,1,2,3,1,0,0,0,0,1,0
230,53,0.0,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,4,Research Director,2,Single,16598,4,No,12,3,2,0,35,2,2,9,8,8,8,0,0,1
231,40,1.0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,2,Healthcare Representative,4,Divorced,6513,4,No,17,3,4,1,12,3,3,5,3,0,3,0,0,0
232,32,1.0,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,2,Research Scientist,2,Married,5878,3,No,12,3,1,1,12,2,3,7,1,2,5,0,1,1
233,29,0.0,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,1,No,14,3,4,2,2,2,3,2,2,2,2,0,1,0
234,42,1.0,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,0,Yes,12,3,2,0,22,2,2,21,9,13,14,0,0,1
235,34,0.0,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,1,Research Scientist,4,Single,2553,1,No,16,3,3,0,6,3,3,5,2,1,3,0,1,0
236,28,0.0,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,1,Human Resources,4,Divorced,4936,1,No,13,3,4,1,6,6,3,5,1,0,4,0,1,1
237,43,0.0,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,16064,5,Yes,22,4,3,1,22,3,3,17,13,1,9,0,0,0
238,47,1.0,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,7,No,11,3,4,1,4,3,1,1,0,0,0,0,1,0
239,37,0.0,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,4,No,14,3,2,1,7,5,4,5,4,0,1,0,0,0
240,44,0.0,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,Single,5985,4,No,11,3,2,0,10,1,4,2,2,0,2,0,1,1
241,34,0.0,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,1,Research Scientist,3,Divorced,2029,1,No,20,4,3,3,5,2,3,5,4,0,0,0,0,0
242,34,1.0,Travel_Frequently,Research & Development,22,4,Other,3,Male,2,2,Research Scientist,4,Married,5747,1,Yes,15,3,2,0,16,3,3,15,10,6,11,0,0,1
243,47,1.0,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,5467,8,No,18,3,3,1,16,4,4,8,7,1,7,0,0,1
244,28,0.0,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,5253,1,No,16,3,4,0,7,1,3,7,5,0,7,0,0,0
245,40,0.0,Travel_Rarely,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,Married,8396,1,No,14,3,2,1,8,3,2,7,7,7,5,0,0,1
246,34,0.0,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,5,No,17,3,2,1,6,1,3,3,2,1,2,0,1,0
247,44,0.0,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,2,Healthcare Representative,2,Single,5933,9,No,12,3,4,0,10,2,2,5,2,2,3,0,1,0
248,25,0.0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,1,Research Scientist,1,Single,3424,7,No,13,3,3,0,6,3,2,4,3,0,1,0,0,1
249,34,1.0,Travel_Rarely,Research & Development,6,1,Medical,2,Male,3,1,Research Scientist,1,Single,2960,2,No,11,3,3,0,8,2,3,4,2,1,3,0,1,0
250,60,0.0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,5,Manager,1,Married,19566,5,No,11,3,4,0,33,5,1,29,8,11,10,0,0,1
251,32,0.0,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,2,Sales Executive,4,Married,9204,4,No,12,3,3,1,7,3,2,4,3,0,3,0,0,1
252,28,1.0,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,2,Sales Executive,3,Single,9854,3,Yes,11,3,4,0,6,0,3,2,0,2,2,0,1,1
253,36,0.0,Travel_Rarely,Research & Development,7,4,Other,2,Male,3,1,Research Scientist,4,Single,4678,2,No,18,3,3,0,8,6,3,6,2,0,1,0,1,1
254,45,1.0,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,9756,4,No,21,4,3,2,9,2,4,5,0,0,3,0,1,1
255,32,0.0,Non-Travel,Research & Development,29,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,4025,9,No,12,3,2,0,10,2,3,8,7,7,7,0,0,1
256,42,0.0,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,4,Manager,1,Married,16799,0,No,14,3,3,1,21,5,3,20,7,0,9,0,0,0
257,46,1.0,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0,0,1
258,40,1.0,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,2,Sales Executive,3,Married,6380,2,Yes,12,3,1,2,8,6,3,6,4,1,0,0,0,0
259,39,1.0,Travel_Rarely,Research & Development,19,4,Other,4,Male,3,2,Research Scientist,4,Divorced,3902,8,No,14,3,2,3,7,2,3,2,2,2,2,0,1,1
260,25,1.0,Travel_Rarely,Sales,5,3,Marketing,3,Male,2,2,Sales Executive,3,Single,5744,1,Yes,11,3,4,0,6,1,3,6,4,0,3,0,0,0
261,29,1.0,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,5869,9,No,11,3,3,0,8,2,3,5,2,1,4,0,1,0
262,24,0.0,Travel_Rarely,Research & Development,18,1,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,2774,0,No,12,3,3,1,6,2,3,5,3,1,2,0,0,0
263,35,0.0,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,3,2,Healthcare Representative,4,Married,4014,1,Yes,25,4,4,1,10,2,1,10,6,0,7,0,0,0
264,48,0.0,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,3,No,12,3,4,0,12,3,3,2,2,2,2,0,1,1
265,50,0.0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,4,Research Director,4,Divorced,17399,9,No,22,4,3,1,32,1,2,5,4,1,3,0,0,1
266,54,0.0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Male,3,4,Research Director,4,Married,17779,3,No,14,3,1,0,36,2,3,10,9,0,9,0,0,1
267,30,0.0,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2476,1,No,18,3,1,1,1,3,3,1,0,0,0,0,1,0
268,31,1.0,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,1,2,Sales Executive,3,Married,4559,3,Yes,11,3,3,1,4,2,3,2,2,2,2,0,1,0
269,39,1.0,Travel_Rarely,Sales,3,2,Medical,4,Female,3,2,Sales Executive,3,Married,5238,4,Yes,18,3,1,0,12,3,2,1,0,0,0,0,1,0
270,51,1.0,Travel_Frequently,Research & Development,8,4,Life Sciences,1,Male,1,3,Manufacturing Director,4,Single,10650,2,No,15,3,4,0,18,2,3,4,2,0,3,0,1,1
271,44,0.0,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,3162,3,No,14,3,4,0,7,5,3,5,2,0,3,0,1,0
272,50,0.0,Travel_Rarely,Research & Development,7,2,Medical,2,Female,2,5,Research Director,3,Divorced,18740,5,Yes,12,3,4,1,29,2,2,27,3,13,8,0,0,1
273,23,1.0,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,Single,2272,0,No,14,3,2,0,5,2,3,4,3,1,2,0,0,0
274,32,0.0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Male,3,2,Research Scientist,2,Married,6220,1,No,17,3,2,2,10,3,3,10,4,0,9,0,0,1
275,44,0.0,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,5,Manager,1,Divorced,19190,1,No,14,3,4,2,26,4,2,25,9,14,13,0,0,1
276,40,1.0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,2,1,Research Scientist,3,Single,2809,2,No,14,3,4,0,8,2,3,2,2,2,2,0,1,0
277,53,0.0,Travel_Rarely,Sales,2,4,Life Sciences,1,Female,2,4,Manager,4,Married,15427,2,No,16,3,3,0,31,3,3,25,8,3,7,0,0,0
278,55,1.0,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,2,1,Research Scientist,4,Married,2662,8,No,20,4,2,1,19,2,4,5,2,0,4,0,1,0
279,55,0.0,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,Single,16835,3,No,23,4,4,0,37,2,3,10,9,7,7,0,0,0
280,38,0.0,Non-Travel,Sales,10,3,Technical Degree,3,Female,3,2,Sales Executive,4,Single,5666,1,Yes,13,3,2,0,6,1,3,5,3,1,3,0,0,0
281,34,1.0,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,1,Human Resources,3,Married,2742,1,No,15,3,4,0,2,0,3,2,2,2,2,0,1,0
282,36,0.0,Travel_Rarely,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,0,No,11,3,2,0,15,2,2,14,8,7,8,0,0,1
283,57,0.0,Travel_Rarely,Research & Development,24,2,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,0,0,1
284,32,1.0,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,2,Sales Executive,4,Single,4648,8,No,13,3,3,0,4,2,4,0,0,0,0,1,1,0
285,36,0.0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,2,Laboratory Technician,4,Single,5810,1,No,16,3,3,0,10,2,2,10,4,1,8,0,0,1
286,28,1.0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,2,No,11,3,3,0,5,5,1,0,0,0,0,1,1,1
287,35,0.0,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,Single,3681,4,No,14,3,4,0,9,3,3,3,2,0,2,0,1,1
288,27,0.0,Travel_Frequently,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,Divorced,4647,1,Yes,20,4,2,2,6,3,3,6,5,0,4,0,0,0
289,31,1.0,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,1,Human Resources,1,Married,2956,0,No,17,3,3,0,2,4,3,1,0,0,0,0,1,0
290,37,1.0,Travel_Rarely,Human Resources,6,4,Human Resources,3,Male,3,1,Human Resources,1,Divorced,2073,4,Yes,22,4,4,0,7,3,3,3,2,0,2,0,1,0
291,46,1.0,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,6,No,14,3,4,0,19,3,3,10,7,0,9,0,0,0
292,50,1.0,Travel_Rarely,Sales,3,2,Marketing,1,Male,2,1,Sales Representative,3,Married,2683,1,Yes,14,3,3,0,3,2,3,3,2,0,2,0,1,1
293,45,0.0,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,16792,9,No,23,4,4,1,22,1,3,20,8,11,8,0,0,0
294,27,0.0,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,2,Sales Executive,4,Married,4342,0,No,19,3,2,1,5,3,3,4,2,1,1,0,1,0
295,41,0.0,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,4,Manager,1,Married,16595,7,No,16,3,2,1,22,2,3,18,16,11,8,0,0,0
296,30,0.0,Non-Travel,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,2564,0,No,14,3,3,0,12,2,2,11,7,6,7,0,0,0
297,32,0.0,Non-Travel,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,3,1,3,3,1,0,0,0,0,1,1
298,55,0.0,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,18722,8,No,11,3,4,0,36,3,3,24,15,2,15,0,0,1
299,32,1.0,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,1,10,3,3,10,4,1,1,0,0,1
300,54,0.0,Travel_Frequently,Research & Development,1,4,Life Sciences,4,Female,3,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,1,33,2,1,5,4,1,4,0,0,1
301,44,1.0,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,1,Yes,11,3,3,0,6,4,3,6,4,0,2,0,0,0
302,32,0.0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,Married,6322,1,Yes,12,3,4,1,6,2,2,6,4,0,5,0,0,1
303,25,1.0,Travel_Rarely,Sales,8,2,Other,1,Female,3,2,Sales Executive,3,Divorced,4907,0,Yes,22,4,2,1,6,3,2,5,3,0,4,0,0,0
304,33,0.0,Non-Travel,Sales,8,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,2342,0,No,19,3,4,0,3,2,2,2,2,2,2,0,1,0
305,28,1.0,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,Divorced,2367,5,No,12,3,1,1,6,2,2,4,1,0,3,0,1,0
